player_id,slot,position,position_code
bonaad01,1,Center,C
bonaad01,2,Power Forward,PF
bonejo01,1,Point Guard,PG
bongais01,1,Small Forward,SF
bongais01,2,Point Guard,PG
bookede01,1,Shooting Guard,SG
bookede01,2,Point Guard,PG
bostobr01,1,Shooting Guard,SG
bostobr01,2,Small Forward,SF
bouchch01,1,Power Forward,PF
bouchch01,2,Center,C
bouchch01,3,Small Forward,SF
bouknja01,1,Shooting Guard,SG
bouyeja01,1,Point Guard,PG
bowenbr02,1,Small Forward,SF
bowmaky01,1,Point Guard,PG
bradlav01,1,Shooting Guard,SG
bradlav01,2,Point Guard,PG
bradlto01,1,Center,C
branhma01,1,Shooting Guard,SG
branhma01,2,Point Guard,PG
brantja01,1,Power Forward,PF
braunch01,1,Shooting Guard,SG
brazdig01,1,Small Forward,SF
breweco01,1,Small Forward,SF
breweco01,2,Shooting Guard,SG
breweco01,3,Power Forward,PF
bridgja01,1,Small Forward,SF
bridgmi01,1,Small Forward,SF
bridgmi01,2,Shooting Guard,SG
bridgmi02,1,Small Forward,SF
bridgmi02,2,Power Forward,PF
brimaam01,1,Center,C
briscis01,1,Point Guard,PG
brissos01,1,Small Forward,SF
brissos01,2,Power Forward,PF
brockiz01,1,Point Guard,PG
broekry01,1,Small Forward,SF
broekry01,2,Shooting Guard,SG
brogdma01,1,Point Guard,PG
brogdma01,2,Shooting Guard,SG
brookar01,1,Point Guard,PG
brookar01,2,Shooting Guard,SG
brookdi01,1,Small Forward,SF
brookdi01,2,Shooting Guard,SG
brookke02,1,Small Forward,SF
brookma01,1,Shooting Guard,SG
brownbr01,1,Point Guard,PG
brownbr01,2,Small Forward,SF
brownbr01,3,Shooting Guard,SG
brownch02,1,Shooting Guard,SG
brownch05,1,Shooting Guard,SG
brownch05,2,Small Forward,SF
browngr01,1,Power Forward,PF
browngr01,2,Small Forward,SF
brownja02,1,Small Forward,SF
brownja02,2,Shooting Guard,SG
brownke03,1,Shooting Guard,SG
brownko01,1,Power Forward,PF
brownlo01,1,Point Guard,PG
brownmo01,1,Center,C
brownst02,1,Shooting Guard,SG
brownst02,2,Small Forward,SF
browntr01,1,Small Forward,SF
brunsja01,1,Point Guard,PG
brunsja01,2,Shooting Guard,SG
bryanel01,1,Shooting Guard,SG
bryanth01,1,Center,C
buchash01,1,Shooting Guard,SG
bufkiko01,1,Shooting Guard,SG
bullore01,1,Small Forward,SF
bullore01,2,Shooting Guard,SG
burketr01,1,Point Guard,PG
burksal01,1,Shooting Guard,SG
burksal01,2,Small Forward,SF
burtode02,1,Power Forward,PF
burtode02,2,Small Forward,SF
burtode02,3,Shooting Guard,SG
butleja02,1,Point Guard,PG
butleja02,2,Shooting Guard,SG
butleji01,1,Small Forward,SF
butleji01,2,Shooting Guard,SG
butleji01,3,Power Forward,PF
butlejo01,1,Center,C
buzelma01,1,Small Forward,SF
cabocbr01,1,Small Forward,SF
cabocbr01,2,Center,C
cabocbr01,3,Power Forward,PF
cacokde01,1,Power Forward,PF
cacokde01,2,Center,C
cainja01,1,Power Forward,PF
cainja01,2,Small Forward,SF
caldejo01,1,Point Guard,PG
caldejo01,2,Shooting Guard,SG
caldwke01,1,Shooting Guard,SG
camarto01,1,Power Forward,PF
campafa01,1,Point Guard,PG
canaais01,1,Point Guard,PG
canaais01,2,Shooting Guard,SG
cancavl01,1,Power Forward,PF
cannade01,1,Point Guard,PG
capelca01,1,Center,C
careyve01,1,Center,C
carlsbr01,1,Center,C
carrica01,1,Point Guard,PG
carrode01,1,Small Forward,SF
carrode01,2,Power Forward,PF
carrode01,3,Center,C
cartede02,1,Point Guard,PG
carteje01,1,Point Guard,PG
cartemi01,1,Point Guard,PG
cartemi01,2,Shooting Guard,SG
cartevi01,1,Shooting Guard,SG
cartevi01,2,Small Forward,SF
cartevi01,3,Power Forward,PF
cartewe01,1,Center,C
cartewe01,2,Power Forward,PF
cartodj01,1,Shooting Guard,SG
carusal01,1,Point Guard,PG
carusal01,2,Shooting Guard,SG
casspom01,1,Small Forward,SF
casspom01,2,Power Forward,PF
castlco01,1,Center,C
castlco01,2,Power Forward,PF
castlst01,1,Point Guard,PG
caulewi01,1,Center,C
caupatr01,1,Point Guard,PG
cavanty01,1,Power Forward,PF
caverah01,1,Shooting Guard,SG
cazalma01,1,Shooting Guard,SG
champju01,1,Small Forward,SF
champju02,1,Small Forward,SF
chandke01,1,Point Guard,PG
chandty01,1,Center,C
chandty01,2,Power Forward,PF
chandwi01,1,Small Forward,SF
chandwi01,2,Power Forward,PF
chandwi01,3,Shooting Guard,SG
chealjo01,1,Point Guard,PG
cheatzy01,1,Small Forward,SF
cheatzy01,2,Power Forward,PF
chiozch01,1,Point Guard,PG
chomcul01,1,Power Forward,PF
chrisca02,1,Shooting Guard,SG
chrisjo01,1,Shooting Guard,SG
chrisma01,1,Power Forward,PF
chrisma02,1,Shooting Guard,SG
cissosi01,1,Small Forward,SF
clarkbr01,1,Power Forward,PF
clarkga01,1,Power Forward,PF
clarkga01,2,Small Forward,SF
clarkia01,1,Shooting Guard,SG
clarkja02,1,Shooting Guard,SG
clarkjo01,1,Shooting Guard,SG
clarkjo01,2,Point Guard,PG
claxtni01,1,Center,C
clemoch01,1,Shooting Guard,SG
clevean01,1,Shooting Guard,SG
clingdo01,1,Center,C
clownno01,1,Power Forward,PF
coffeam01,1,Shooting Guard,SG
coffeam01,2,Small Forward,SF
collida01,1,Point Guard,PG
colliis01,1,Point Guard,PG
collijo01,1,Power Forward,PF
colliyu01,1,Point Guard,PG
colliza01,1,Center,C
colliza01,2,Power Forward,PF
colsobo01,1,Small Forward,SF
comanch01,1,Center,C
conlemi01,1,Point Guard,PG
connapa01,1,Shooting Guard,SG
connapa01,2,Small Forward,SF
cookqu01,1,Point Guard,PG
cooksxa01,1,Power Forward,PF
cookty01,1,Power Forward,PF
cookty01,2,Small Forward,SF
coopesh01,1,Point Guard,PG
cornepe01,1,Power Forward,PF
coulibi01,1,Small Forward,SF
councri01,1,Shooting Guard,SG
councri01,2,Small Forward,SF
couside01,1,Center,C
covinro01,1,Small Forward,SF
covinro01,2,Power Forward,PF
covinro01,3,Center,C
crabbal01,1,Shooting Guard,SG
crabbal01,2,Small Forward,SF
craigto01,1,Small Forward,SF
craigto01,2,Power Forward,PF
crawfis01,1,Small Forward,SF
crawfja01,1,Shooting Guard,SG
crawfja01,2,Point Guard,PG
creekmi01,1,Small Forward,SF
crowdja01,1,Small Forward,SF
crowdja01,2,Power Forward,PF
crutcja01,1,Point Guard,PG
cuiyo01,1,Shooting Guard,SG
culveja01,1,Shooting Guard,SG
culveja01,2,Small Forward,SF
cumbeja01,1,Shooting Guard,SG
cunnica01,1,Point Guard,PG
cunnica01,2,Shooting Guard,SG
cunnida01,1,Power Forward,PF
cunnida01,2,Small Forward,SF
curryse01,1,Shooting Guard,SG
curryse01,2,Point Guard,PG
curryst01,1,Point Guard,PG
dadiepa01,1,Shooting Guard,SG
daniedy01,1,Point Guard,PG
daniedy01,2,Shooting Guard,SG
danietr01,1,Shooting Guard,SG
darlina01,1,Shooting Guard,SG
dasiltr01,1,Small Forward,SF
davisan02,1,Center,C
davisan02,2,Power Forward,PF
davisde01,1,Center,C
davised01,1,Power Forward,PF
davised01,2,Center,C
davisjd01,1,Shooting Guard,SG
davisjd01,2,Point Guard,PG
davisjo06,1,Shooting Guard,SG
daviste02,1,Shooting Guard,SG
davisty01,1,Center,C
daysda01,1,Power Forward,PF
daysda01,2,Small Forward,SF
deckga01,1,Power Forward,PF
dedmode01,1,Center,C
dekkesa01,1,Power Forward,PF
delauja01,1,Center,C
delgaan01,1,Center,C
dellama01,1,Point Guard,PG
dellama01,2,Shooting Guard,SG
denglu01,1,Small Forward,SF
denglu01,2,Power Forward,PF
dennide01,1,Shooting Guard,SG
dennira01,1,Point Guard,PG
derozde01,1,Shooting Guard,SG
derozde01,2,Small Forward,SF
derozde01,3,Power Forward,PF
derrima01,1,Power Forward,PF
diabamo01,1,Center,C
diakima01,1,Power Forward,PF
diakima01,2,Center,C
diallch01,1,Center,C
diallch01,2,Power Forward,PF
diallha01,1,Small Forward,SF
diallha01,2,Shooting Guard,SG
dickgr01,1,Shooting Guard,SG
dienggo01,1,Center,C
dienggo01,2,Power Forward,PF
diengou01,1,Power Forward,PF
diengou01,2,Center,C
dilliro01,1,Point Guard,PG
dinwisp01,1,Point Guard,PG
dinwisp01,2,Shooting Guard,SG
divindo01,1,Shooting Guard,SG
doncilu01,1,Point Guard,PG
doncilu01,2,Shooting Guard,SG
dorsety01,1,Shooting Guard,SG
dorsety01,2,Small Forward,SF
dortlu01,1,Small Forward,SF
dortlu01,2,Shooting Guard,SG
dosunay01,1,Shooting Guard,SG
dotsoda01,1,Shooting Guard,SG
dotsode01,1,Point Guard,PG
doumbse01,1,Power Forward,PF
dowtije01,1,Point Guard,PG
doziepj01,1,Shooting Guard,SG
doziepj01,2,Small Forward,SF
doziepj01,3,Point Guard,PG
dragigo01,1,Point Guard,PG
dragigo01,2,Shooting Guard,SG
drellhe01,1,Small Forward,SF
drumman01,1,Center,C
duartch01,1,Small Forward,SF
duartch01,2,Shooting Guard,SG
ducasal01,1,Shooting Guard,SG
dudleja01,1,Power Forward,PF
dudleja01,2,Small Forward,SF
dudleja01,3,Shooting Guard,SG
dukeda01,1,Shooting Guard,SG
dukeda01,2,Point Guard,PG
dunnkr01,1,Point Guard,PG
dunnry01,1,Small Forward,SF
duranke01,1,Small Forward,SF
duranke01,2,Power Forward,PF
duranke01,3,Shooting Guard,SG
durenja01,1,Center,C
duvaltr01,1,Point Guard,PG
easonta01,1,Power Forward,PF
echenja01,1,Center,C
edeyza01,1,Center,C
edwaran01,1,Shooting Guard,SG
edwarca01,1,Shooting Guard,SG
edwarje01,1,Center,C
edwarju01,1,Small Forward,SF
edwarke02,1,Small Forward,SF
edwarro01,1,Shooting Guard,SG
edwarvi01,1,Small Forward,SF
ellebcj01,1,Small Forward,SF
ellenhe01,1,Power Forward,PF
ellenhe01,2,Center,C
ellinwa01,1,Shooting Guard,SG
elliske01,1,Shooting Guard,SG
embiijo01,1,Center,C
ennisja01,1,Small Forward,SF
ennisja01,2,Shooting Guard,SG
etienty01,1,Point Guard,PG
eubandr01,1,Center,C
eubandr01,2,Power Forward,PF
evansja01,1,Point Guard,PG
evansja02,1,Shooting Guard,SG
evansty01,1,Shooting Guard,SG
evansty01,2,Small Forward,SF
evansty01,3,Point Guard,PG
evbuoto01,1,Small Forward,SF
exumda01,1,Point Guard,PG
exumda01,2,Shooting Guard,SG
fallta01,1,Center,C
farieke01,1,Power Forward,PF
farieke01,2,Center,C
favorde01,1,Power Forward,PF
favorde01,2,Center,C
feliccr01,1,Center,C
feltora01,1,Point Guard,PG
feltora01,2,Shooting Guard,SG
fergute01,1,Shooting Guard,SG
fergute01,2,Small Forward,SF
fernabr01,1,Center,C
ferreyo01,1,Point Guard,PG
ferreyo01,2,Shooting Guard,SG
filipky01,1,Center,C
finnedo01,1,Power Forward,PF
finnedo01,2,Small Forward,SF
fittsma01,1,Power Forward,PF
flaglad01,1,Shooting Guard,SG
flowetr01,1,Small Forward,SF
flynnma01,1,Point Guard,PG
fontesi01,1,Small Forward,SF
forbebr01,1,Shooting Guard,SG
fordal03,1,Small Forward,SF
fordjo01,1,Point Guard,PG
forretr01,1,Shooting Guard,SG
forretr01,2,Point Guard,PG
fostemi02,1,Power Forward,PF
fournev01,1,Shooting Guard,SG
fournev01,2,Small Forward,SF
foxde01,1,Point Guard,PG
frankro01,1,Power Forward,PF
frazime01,1,Shooting Guard,SG
frazimi01,1,Shooting Guard,SG
fraziti01,1,Point Guard,PG
fredeji01,1,Shooting Guard,SG
fredeji01,2,Point Guard,PG
freemen01,1,Power Forward,PF
freemja01,1,Point Guard,PG
fryech01,1,Center,C
fryech01,2,Power Forward,PF
fudgeal01,1,Small Forward,SF
fultzma01,1,Point Guard,PG
fultzma01,2,Shooting Guard,SG
funkan01,1,Shooting Guard,SG
furphjo01,1,Shooting Guard,SG
gabriwe01,1,Power Forward,PF
gabriwe01,2,Center,C
gaffoda01,1,Center,C
gaffoda01,2,Power Forward,PF
gallida01,1,Small Forward,SF
gallida01,2,Power Forward,PF
gallida01,3,Shooting Guard,SG
gallola01,1,Shooting Guard,SG
gallola01,2,Point Guard,PG
garlada01,1,Point Guard,PG
garlada01,2,Shooting Guard,SG
garrebi01,1,Shooting Guard,SG
garrema01,1,Shooting Guard,SG
garubus01,1,Power Forward,PF
garubus01,2,Center,C
garzalu01,1,Center,C
gasolma01,1,Center,C
gasolpa01,1,Center,C
gasolpa01,2,Power Forward,PF
gateska01,1,Small Forward,SF
gayru01,1,Small Forward,SF
gayru01,2,Power Forward,PF
georgke01,1,Point Guard,PG
georgke01,2,Shooting Guard,SG
georgky01,1,Shooting Guard,SG
georgpa01,1,Small Forward,SF
georgpa01,2,Power Forward,PF
georgpa01,3,Shooting Guard,SG
gibsota01,1,Power Forward,PF
gibsota01,2,Center,C
giddejo01,1,Shooting Guard,SG
giddejo01,2,Point Guard,PG
giddejo01,3,Power Forward,PF
giddejo01,4,Small Forward,SF
gilesha01,1,Center,C
gilesha01,2,Power Forward,PF
gilgesh01,1,Point Guard,PG
gilgesh01,2,Shooting Guard,SG
gillan01,1,Power Forward,PF
gilleco01,1,Point Guard,PG
gillefr01,1,Power Forward,PF
gilyaja01,1,Point Guard,PG
goberru01,1,Center,C
goodwbr01,1,Point Guard,PG
goodwjo01,1,Point Guard,PG
goodwjo01,2,Shooting Guard,SG
gordoaa01,1,Power Forward,PF
gordoaa01,2,Small Forward,SF
gordoer01,1,Shooting Guard,SG
gordoer01,2,Small Forward,SF
gortama01,1,Center,C
gortama01,2,Power Forward,PF
gortmja01,1,Point Guard,PG
grahade01,1,Point Guard,PG
grahatr01,1,Shooting Guard,SG
grahatr01,2,Small Forward,SF
grantdo01,1,Small Forward,SF
grantje01,1,Power Forward,PF
grantje01,2,Small Forward,SF
grantje02,1,Point Guard,PG
grantje02,2,Shooting Guard,SG
graveha01,1,Point Guard,PG
grayjo01,1,Point Guard,PG
grayra01,1,Power Forward,PF
greenaj01,1,Shooting Guard,SG
greenda02,1,Shooting Guard,SG
greenda02,2,Small Forward,SF
greendr01,1,Power Forward,PF
greendr01,2,Small Forward,SF
greenge01,1,Shooting Guard,SG
greenge01,2,Small Forward,SF
greenja01,1,Power Forward,PF
greenja02,1,Shooting Guard,SG
greenja02,2,Small Forward,SF
greenja05,1,Shooting Guard,SG
greenje02,1,Power Forward,PF
greenje02,2,Small Forward,SF
greenje02,3,Center,C
greenjo02,1,Shooting Guard,SG
griffaj01,1,Small Forward,SF
griffbl01,1,Power Forward,PF
griffbl01,2,Center,C
grimequ01,1,Shooting Guard,SG
gudurma01,1,Shooting Guard,SG
gueyemo01,1,Power Forward,PF
gueyemo01,2,Small Forward,SF
gueyemo02,1,Power Forward,PF
guyky01,1,Shooting Guard,SG
guyky01,2,Point Guard,PG
hachiru01,1,Power Forward,PF
haganas01,1,Point Guard,PG
halibty01,1,Point Guard,PG
halibty01,2,Shooting Guard,SG
hallde01,1,Point Guard,PG
halldo01,1,Power Forward,PF
halldo01,2,Center,C
halljo01,1,Small Forward,SF
halljo02,1,Small Forward,SF
hallpj01,1,Center,C
hallty01,1,Shooting Guard,SG
hamilda02,1,Shooting Guard,SG
hamptrj01,1,Shooting Guard,SG
hamptrj01,2,Point Guard,PG
hannadu01,1,Shooting Guard,SG
hardati02,1,Shooting Guard,SG
hardati02,2,Small Forward,SF
hardeja01,1,Point Guard,PG
hardeja01,2,Shooting Guard,SG
hardyja02,1,Shooting Guard,SG
harklej01,1,Shooting Guard,SG
harklma01,1,Small Forward,SF
harklma01,2,Power Forward,PF
harpeja01,1,Point Guard,PG
harpero02,1,Small Forward,SF
harpero02,2,Power Forward,PF
harremo01,1,Center,C
harremo01,2,Power Forward,PF
harrian01,1,Point Guard,PG
harride01,1,Point Guard,PG
harride01,2,Shooting Guard,SG
harriga01,1,Shooting Guard,SG
harrija01,1,Shooting Guard,SG
harrijo01,1,Shooting Guard,SG
harrijo01,2,Small Forward,SF
harrike01,1,Shooting Guard,SG
harrish01,1,Shooting Guard,SG
harrish01,2,Point Guard,PG
harrito02,1,Power Forward,PF
harrito02,2,Small Forward,SF
harteis01,1,Center,C
harteis01,2,Power Forward,PF
hartjo01,1,Small Forward,SF
hartjo01,2,Shooting Guard,SG
hasleud01,1,Power Forward,PF
hasleud01,2,Center,C
hausesa01,1,Small Forward,SF
hausesa01,2,Power Forward,PF
hawkijo01,1,Shooting Guard,SG
hayesja02,1,Center,C
hayeski01,1,Point Guard,PG
haywago01,1,Small Forward,SF
haywago01,2,Power Forward,PF
hendesc01,1,Point Guard,PG
hendrta01,1,Power Forward,PF
henryaa01,1,Small Forward,SF
hensojo01,1,Center,C
hensojo01,2,Power Forward,PF
hernade01,1,Center,C
hernaju01,1,Power Forward,PF
hernawi01,1,Center,C
herroty01,1,Shooting Guard,SG
herveke01,1,Power Forward,PF
hezonma01,1,Small Forward,SF
hezonma01,2,Power Forward,PF
hicksis01,1,Power Forward,PF
hieldbu01,1,Shooting Guard,SG
hieldbu01,2,Small Forward,SF
highsha01,1,Small Forward,SF
highsha01,2,Power Forward,PF
hilarne01,1,Center,C
hilarne01,2,Power Forward,PF
hillge01,1,Point Guard,PG
hillge01,2,Shooting Guard,SG
hillma01,1,Small Forward,SF
hillma01,2,Shooting Guard,SG
hillso01,1,Small Forward,SF
hillso01,2,Power Forward,PF
hintona01,1,Shooting Guard,SG
hintona01,2,Small Forward,SF
hoardja01,1,Small Forward,SF
hoardja01,2,Power Forward,PF
hodgedm01,1,Shooting Guard,SG
holidaa01,1,Point Guard,PG
holidjr01,1,Point Guard,PG
holidjr01,2,Shooting Guard,SG
holidju01,1,Shooting Guard,SG
holidju01,2,Small Forward,SF
hollajo02,1,Small Forward,SF
hollaro01,1,Small Forward,SF
holliro01,1,Small Forward,SF
holliro01,2,Power Forward,PF
holmeri01,1,Center,C
holmeri01,2,Power Forward,PF
holmgch01,1,Center,C
holmgch01,2,Power Forward,PF
hoodro01,1,Shooting Guard,SG
hoodro01,2,Small Forward,SF
hoodro01,3,Power Forward,PF
hoodsja01,1,Shooting Guard,SG
hopsosc01,1,Shooting Guard,SG
horfoal01,1,Center,C
hortota01,1,Shooting Guard,SG
hortota01,2,Point Guard,PG
houseda01,1,Small Forward,SF
houseda01,2,Shooting Guard,SG
houstca01,1,Small Forward,SF
howardw01,1,Center,C
howardw01,2,Power Forward,PF
howarje01,1,Small Forward,SF
howarma02,1,Shooting Guard,SG
howarwi01,1,Power Forward,PF
hudgitr01,1,Point Guard,PG
huertke01,1,Shooting Guard,SG
huertke01,2,Small Forward,SF
huffja01,1,Center,C
hugheel01,1,Shooting Guard,SG
hugheel01,2,Small Forward,SF
hukpoar01,1,Center,C
humphis01,1,Center,C
huntede01,1,Small Forward,SF
hunterj01,1,Shooting Guard,SG
huntfe01,1,Small Forward,SF
hurtma01,1,Power Forward,PF
hutchch01,1,Small Forward,SF
hylanbo01,1,Point Guard,PG
hylanbo01,2,Shooting Guard,SG
ibakase01,1,Power Forward,PF
ibakase01,2,Center,C
ighodos01,1,Power Forward,PF
iguodan01,1,Small Forward,SF
iguodan01,2,Shooting Guard,SG
iguodan01,3,Power Forward,PF
ilyaser01,1,Power Forward,PF
inglejo01,1,Small Forward,SF
inglejo01,2,Power Forward,PF
ingraan01,1,Shooting Guard,SG
ingrabr01,1,Small Forward,SF
ingrabr01,2,Power Forward,PF
ingraha01,1,Small Forward,SF
irvinky01,1,Point Guard,PG
irvinky01,2,Shooting Guard,SG
isaacjo01,1,Power Forward,PF
iveyja01,1,Shooting Guard,SG
iwundwe01,1,Small Forward,SF
jacksan01,1,Shooting Guard,SG
jacksde01,1,Point Guard,PG
jacksfr01,1,Point Guard,PG
jacksgg01,1,Power Forward,PF
jacksis01,1,Center,C
jacksja02,1,Center,C
jacksja02,2,Power Forward,PF
jacksjo02,1,Small Forward,SF
jacksjo02,2,Shooting Guard,SG
jacksju01,1,Small Forward,SF
jacksju01,2,Power Forward,PF
jacksqu01,1,Point Guard,PG
jacksre01,1,Point Guard,PG
jacksre01,2,Shooting Guard,SG
jackstr02,1,Power Forward,PF
jackstr02,2,Center,C
jamesbr02,1,Shooting Guard,SG
jamesju01,1,Small Forward,SF
jamesle01,1,Small Forward,SF
jamesle01,2,Power Forward,PF
jamesle01,3,Point Guard,PG
jamesle01,4,Center,C
jamesle01,5,Shooting Guard,SG
jamesmi02,1,Point Guard,PG
jaqueja01,1,Small Forward,SF
jarrede01,1,Shooting Guard,SG
jeffeam01,1,Power Forward,PF
jeffrda01,1,Shooting Guard,SG
jemistr01,1,Center,C
jenkida01,1,Point Guard,PG
jenkijo01,1,Shooting Guard,SG
jerebjo01,1,Power Forward,PF
jeromty01,1,Shooting Guard,SG
joeis01,1,Shooting Guard,SG
johnsaj01,1,Shooting Guard,SG
johnsal02,1,Power Forward,PF
johnsam01,1,Power Forward,PF
johnsam01,2,Center,C
johnsam01,3,Small Forward,SF
johnsbj01,1,Small Forward,SF
johnsca02,1,Power Forward,PF
johnsda08,1,Point Guard,PG
johnsda08,2,Shooting Guard,SG
johnsja01,1,Power Forward,PF
johnsja01,2,Small Forward,SF
johnsja01,3,Center,C
johnsja05,1,Small Forward,SF
johnsja05,2,Power Forward,PF
johnsjo02,1,Shooting Guard,SG
johnsjo02,2,Small Forward,SF
johnske04,1,Small Forward,SF
johnske07,1,Shooting Guard,SG
johnske08,1,Small Forward,SF
johnske10,1,Small Forward,SF
johnsst04,1,Small Forward,SF
johnsst04,2,Power Forward,PF
johnsty01,1,Point Guard,PG
johnsty01,2,Shooting Guard,SG
johnswe01,1,Small Forward,SF
johnswe01,2,Shooting Guard,SG
jokicni01,1,Center,C
jonesca03,1,Point Guard,PG
jonesco02,1,Shooting Guard,SG
jonesda03,1,Center,C
jonesde02,1,Small Forward,SF
jonesde02,2,Power Forward,PF
jonesdi01,1,Small Forward,SF
joneshe01,1,Small Forward,SF
joneshe01,2,Power Forward,PF
jonesis01,1,Power Forward,PF
jonesja04,1,Small Forward,SF
jonesje01,1,Small Forward,SF
joneska01,1,Center,C
jonesma05,1,Shooting Guard,SG
jonessp01,1,Small Forward,SF
joneste01,1,Power Forward,PF
jonestr01,1,Point Guard,PG
jonesty01,1,Point Guard,PG
jordade01,1,Center,C
josepco01,1,Point Guard,PG
josepco01,2,Shooting Guard,SG
jovicni01,1,Power Forward,PF
juzanjo01,1,Shooting Guard,SG
kabenmf01,1,Power Forward,PF
kabenmf01,2,Center,C
kalaige01,1,Small Forward,SF
kaminfr01,1,Center,C
kaminfr01,2,Power Forward,PF
kanteen01,1,Center,C
kawamyu01,1,Point Guard,PG
keelstr01,1,Shooting Guard,SG
kelleky01,1,Center,C
kennalu01,1,Shooting Guard,SG
