TeamName,Season,PlayerName,Player_id,Team_id,Pos,Ht,Wt,Birth Date,Birth,Exp,College
Milwaukee Bucks,2020-21,Brook Lopez,lopezbr01,MIL,C,7-1,282,"April 1, 1988",us US,12,Stanford
Milwaukee Bucks,2020-21,Sam Merrill,merrisa01,MIL,SG,6-4,205,"May 15, 1996",us US,R,Utah State University
Milwaukee Bucks,2020-21,Khris Middleton,middlkh01,MIL,SF,6-7,222,"August 12, 1991",us US,8,Texas A&M
Milwaukee Bucks,2020-21,Jordan Nwora,nworajo01,MIL,SF,6-8,225,"September 9, 1998",us US,R,Louisville
Milwaukee Bucks,2020-21,Bobby Portis,portibo01,MIL,C,6-10,250,"February 10, 1995",us US,5,Arkansas
Milwaukee Bucks,2020-21,Jeff Teague,teaguje01,MIL,PG,6-3,195,"June 10, 1988",us US,11,Wake Forest
Milwaukee Bucks,2020-21,Axel Toupane,toupaax01,MIL,SF,6-7,197,"July 23, 1992",fr FR,2,
Milwaukee Bucks,2020-21,P.J. Tucker,tuckepj01,MIL,PF,6-5,245,"May 5, 1985",us US,9,Texas
Milwaukee Bucks,2020-21,D.J. Wilson,wilsodj01,MIL,PF,6-10,231,"February 19, 1996",us US,3,Michigan
Milwaukee Bucks,2020-21,,,MIL,,,,,,,
Los Angeles Lakers,2019-20,Kostas Antetokounmpo,antetko01,LAL,PF,6-10,200,"November 20, 1997",gr GR,1,Dayton
Los Angeles Lakers,2019-20,Avery Bradley,bradlav01,LAL,SG,6-3,180,"November 26, 1990",us US,9,Texas
Los Angeles Lakers,2019-20,Devontae Cacok,cacokde01,LAL,C,6-7,240,"October 8, 1996",us US,R,UNC Wilmington
Los Angeles Lakers,2019-20,Kentavious Caldwell-Pope,caldwke01,LAL,SG,6-5,204,"February 18, 1993",us US,6,Georgia
Los Angeles Lakers,2019-20,Alex Caruso,carusal01,LAL,PG,6-5,186,"February 28, 1994",us US,2,Texas A&M
Los Angeles Lakers,2019-20,Quinn Cook,cookqu01,LAL,PG,6-1,180,"March 23, 1993",us US,3,Duke
Los Angeles Lakers,2019-20,Troy Daniels,danietr01,LAL,SG,6-4,200,"July 15, 1991",us US,6,VCU
Los Angeles Lakers,2019-20,Anthony Davis,davisan02,LAL,PF,6-10,253,"March 11, 1993",us US,7,Kentucky
Los Angeles Lakers,2019-20,Jared Dudley,dudleja01,LAL,PF,6-6,237,"July 10, 1985",us US,12,Boston College
Los Angeles Lakers,2019-20,Danny Green,greenda02,LAL,SG,6-6,215,"June 22, 1987",us US,10,UNC
Los Angeles Lakers,2019-20,Talen Horton-Tucker,hortota01,LAL,SG,6-4,234,"November 25, 2000",us US,R,Iowa State
Los Angeles Lakers,2019-20,Dwight Howard,howardw01,LAL,C,6-10,265,"December 8, 1985",us US,15,
Los Angeles Lakers,2019-20,LeBron James,jamesle01,LAL,PG,6-9,250,"December 30, 1984",us US,16,
Los Angeles Lakers,2019-20,Kyle Kuzma,kuzmaky01,LAL,PF,6-9,221,"July 24, 1995",us US,2,Utah
Los Angeles Lakers,2019-20,JaVale McGee,mcgeeja01,LAL,C,7-0,270,"January 19, 1988",us US,11,Nevada
Los Angeles Lakers,2019-20,Markieff Morris,morrima02,LAL,PF,6-9,245,"September 2, 1989",us US,8,Kansas
Los Angeles Lakers,2019-20,Zach Norvell,norveza01,LAL,SG,6-5,206,"December 9, 1997",us US,R,Gonzaga
Los Angeles Lakers,2019-20,Rajon Rondo,rondora01,LAL,PG,6-1,180,"February 22, 1986",us US,13,Kentucky
Los Angeles Lakers,2019-20,J.R. Smith,smithjr01,LAL,SG,6-6,225,"September 9, 1985",us US,15,North Carolina A&T
Los Angeles Lakers,2019-20,Dion Waiters,waitedi01,LAL,SG,6-3,215,"December 10, 1991",us US,7,Syracuse
Los Angeles Lakers,2019-20,,,LAL,,,,,,,
Toronto Raptors,2018-19,OG Anunoby,anunoog01,TOR,SF,6-7,232,"July 17, 1997",gb GB,1,Indiana
Toronto Raptors,2018-19,Chris Boucher,bouchch01,TOR,PF,6-9,200,"January 11, 1993",lc LC,1,"New Mexico Junior College, Northwest College, Oregon"
Toronto Raptors,2018-19,Lorenzo Brown,brownlo01,TOR,PG,6-5,189,"August 26, 1990",us US,4,NC State
Toronto Raptors,2018-19,Marc Gasol,gasolma01,TOR,C,6-11,255,"January 29, 1985",es ES,10,
Toronto Raptors,2018-19,Danny Green,greenda02,TOR,SG,6-6,215,"June 22, 1987",us US,9,UNC
Toronto Raptors,2018-19,Serge Ibaka,ibakase01,TOR,C,6-11,235,"September 18, 1989",cg CG,9,
Toronto Raptors,2018-19,Kawhi Leonard,leonaka01,TOR,SF,6-7,225,"June 29, 1991",us US,7,San Diego State
Toronto Raptors,2018-19,Jeremy Lin,linje01,TOR,PG,6-3,200,"August 23, 1988",us US,8,Harvard University
Toronto Raptors,2018-19,Kyle Lowry,lowryky01,TOR,PG,6-0,196,"March 25, 1986",us US,12,Villanova
Toronto Raptors,2018-19,Jordan Loyd,loydjo01,TOR,PG,6-4,210,"July 27, 1993",us US,R,"Furman University, University of Indianapolis"
Toronto Raptors,2018-19,Patrick McCaw,mccawpa01,TOR,SG,6-7,181,"October 25, 1995",us US,2,UNLV
Toronto Raptors,2018-19,Jodie Meeks,meeksjo01,TOR,SG,6-4,210,"August 21, 1987",us US,9,Kentucky
Toronto Raptors,2018-19,C.J. Miles,milescj01,TOR,SF,6-6,220,"March 18, 1987",us US,13,
Toronto Raptors,2018-19,Malcolm Miller,millema01,TOR,SF,6-7,210,"March 6, 1993",us US,1,Holy Cross
Toronto Raptors,2018-19,Greg Monroe,monrogr01,TOR,C,6-11,265,"June 4, 1990",us US,8,Georgetown
Toronto Raptors,2018-19,Eric Moreland,moreler01,TOR,PF,6-10,238,"December 24, 1991",us US,3,Oregon State
Toronto Raptors,2018-19,Norman Powell,powelno01,TOR,SG,6-3,215,"May 25, 1993",us US,3,UCLA
Toronto Raptors,2018-19,Malachi Richardson,richama01,TOR,SG,6-6,205,"January 5, 1996",us US,2,Syracuse
Toronto Raptors,2018-19,Pascal Siakam,siakapa01,TOR,PF,6-8,230,"April 2, 1994",cm CM,2,New Mexico State
Toronto Raptors,2018-19,Jonas ValanÄiÅ«nas,valanjo01,TOR,C,6-11,265,"May 6, 1992",lt LT,6,
Toronto Raptors,2018-19,Fred VanVleet,vanvlfr01,TOR,PG,6-0,197,"February 25, 1994",us US,2,Wichita State
Toronto Raptors,2018-19,Delon Wright,wrighde01,TOR,PG,6-5,185,"April 26, 1992",us US,3,Utah
Toronto Raptors,2018-19,,,TOR,,,,,,,
Golden State Warriors,2017-18,Jordan Bell,belljo01,GSW,C,6-8,216,"January 7, 1995",us US,R,Oregon
Golden State Warriors,2017-18,Chris Boucher,bouchch01,GSW,PF,6-9,200,"January 11, 1993",lc LC,R,"New Mexico Junior College, Northwest College, Oregon"
Golden State Warriors,2017-18,Omri Casspi,casspom01,GSW,SF,6-9,225,"June 22, 1988",il IL,8,
Golden State Warriors,2017-18,Quinn Cook,cookqu01,GSW,PG,6-1,180,"March 23, 1993",us US,1,Duke
Golden State Warriors,2017-18,Stephen Curry,curryst01,GSW,PG,6-2,185,"March 14, 1988",us US,8,Davidson
Golden State Warriors,2017-18,Kevin Durant,duranke01,GSW,SF,6-11,240,"September 29, 1988",us US,10,Texas
Golden State Warriors,2017-18,Draymond Green,greendr01,GSW,PF,6-6,230,"March 4, 1990",us US,5,Michigan State
Golden State Warriors,2017-18,Andre Iguodala,iguodan01,GSW,SF,6-6,215,"January 28, 1984",us US,13,Arizona
Golden State Warriors,2017-18,Damian Jones,jonesda03,GSW,C,6-11,245,"June 30, 1995",us US,1,Vanderbilt
Golden State Warriors,2017-18,Shaun Livingston,livinsh01,GSW,PG,6-7,192,"September 11, 1985",us US,12,
Golden State Warriors,2017-18,Kevon Looney,looneke01,GSW,C,6-9,222,"February 6, 1996",us US,2,UCLA
Golden State Warriors,2017-18,Patrick McCaw,mccawpa01,GSW,SG,6-7,181,"October 25, 1995",us US,1,UNLV
Golden State Warriors,2017-18,JaVale McGee,mcgeeja01,GSW,C,7-0,270,"January 19, 1988",us US,9,Nevada
Golden State Warriors,2017-18,Zaza Pachulia,pachuza01,GSW,C,6-11,270,"February 10, 1984",ge GE,14,
Golden State Warriors,2017-18,Klay Thompson,thompkl01,GSW,SG,6-5,215,"February 8, 1990",us US,6,Washington State
Golden State Warriors,2017-18,David West,westda01,GSW,C,6-9,250,"August 29, 1980",us US,14,Xavier
Golden State Warriors,2017-18,Nick Young,youngni01,GSW,SG,6-7,210,"June 1, 1985",us US,10,USC
Golden State Warriors,2017-18,,,GSW,,,,,,,
Golden State Warriors,2016-17,Matt Barnes,barnema02,GSW,SF,6-7,226,"March 9, 1980",us US,13,UCLA
Golden State Warriors,2016-17,Ian Clark,clarkia01,GSW,SG,6-3,175,"March 7, 1991",us US,3,Belmont
Golden State Warriors,2016-17,Stephen Curry,curryst01,GSW,PG,6-2,185,"March 14, 1988",us US,7,Davidson
Golden State Warriors,2016-17,Kevin Durant,duranke01,GSW,PF,6-11,240,"September 29, 1988",us US,9,Texas
Golden State Warriors,2016-17,Draymond Green,greendr01,GSW,PF,6-6,230,"March 4, 1990",us US,4,Michigan State
Golden State Warriors,2016-17,Andre Iguodala,iguodan01,GSW,SF,6-6,215,"January 28, 1984",us US,12,Arizona
Golden State Warriors,2016-17,Damian Jones,jonesda03,GSW,C,6-11,245,"June 30, 1995",us US,R,Vanderbilt
Golden State Warriors,2016-17,Shaun Livingston,livinsh01,GSW,PG,6-7,192,"September 11, 1985",us US,11,
Golden State Warriors,2016-17,Kevon Looney,looneke01,GSW,C,6-9,222,"February 6, 1996",us US,1,UCLA
Golden State Warriors,2016-17,James Michael McAdoo,mcadoja01,GSW,PF,6-9,230,"January 4, 1993",us US,2,UNC
Golden State Warriors,2016-17,Patrick McCaw,mccawpa01,GSW,SG,6-7,181,"October 25, 1995",us US,R,UNLV
Golden State Warriors,2016-17,JaVale McGee,mcgeeja01,GSW,C,7-0,270,"January 19, 1988",us US,8,Nevada
Golden State Warriors,2016-17,Zaza Pachulia,pachuza01,GSW,C,6-11,270,"February 10, 1984",ge GE,13,
Golden State Warriors,2016-17,Klay Thompson,thompkl01,GSW,SG,6-5,215,"February 8, 1990",us US,5,Washington State
Golden State Warriors,2016-17,Anderson VarejÃ£o,varejan01,GSW,C,6-11,273,"September 28, 1982",br BR,12,
Golden State Warriors,2016-17,Briante Weber,weberbr01,GSW,PG,6-2,165,"December 29, 1992",us US,1,VCU
Golden State Warriors,2016-17,David West,westda01,GSW,C,6-9,250,"August 29, 1980",us US,13,Xavier
Golden State Warriors,2016-17,,,GSW,,,,,,,
Cleveland Cavaliers,2015-16,Jared Cunningham,cunnija01,CLE,SG,6-4,195,"May 22, 1991",us US,3,Oregon State
Cleveland Cavaliers,2015-16,Matthew Dellavedova,dellama01,CLE,PG,6-3,200,"September 8, 1990",au AU,2,Saint Mary's
Cleveland Cavaliers,2015-16,Channing Frye,fryech01,CLE,C,7-0,255,"May 17, 1983",us US,9,Arizona
Cleveland Cavaliers,2015-16,Joe Harris,harrijo01,CLE,SG,6-6,220,"September 6, 1991",us US,1,Virginia
Cleveland Cavaliers,2015-16,Kyrie Irving,irvinky01,CLE,PG,6-2,195,"March 23, 1992",au AU,4,Duke
Cleveland Cavaliers,2015-16,LeBron James,jamesle01,CLE,SF,6-9,250,"December 30, 1984",us US,12,
Cleveland Cavaliers,2015-16,Richard Jefferson,jefferi01,CLE,SF,6-7,233,"June 21, 1980",us US,14,Arizona
Cleveland Cavaliers,2015-16,Dahntay Jones,jonesda02,CLE,SF,6-6,225,"December 27, 1980",us US,11,"Rutgers University, Duke"
Cleveland Cavaliers,2015-16,James Jones,jonesja02,CLE,SF,6-8,218,"October 4, 1980",us US,12,Miami (FL)
Cleveland Cavaliers,2015-16,Sasha Kaun,kaunsa01,CLE,C,6-11,260,"May 8, 1985",ru RU,R,Kansas
Cleveland Cavaliers,2015-16,Kevin Love,loveke01,CLE,PF,6-8,251,"September 7, 1988",us US,7,UCLA
Cleveland Cavaliers,2015-16,Jordan McRae,mcraejo01,CLE,PG,6-5,179,"March 28, 1991",us US,R,Tennessee
Cleveland Cavaliers,2015-16,Timofey Mozgov,mozgoti01,CLE,C,7-1,275,"July 16, 1986",ru RU,5,
Cleveland Cavaliers,2015-16,Iman Shumpert,shumpim01,CLE,SG,6-5,215,"June 26, 1990",us US,4,Georgia Tech
Cleveland Cavaliers,2015-16,J.R. Smith,smithjr01,CLE,SG,6-6,225,"September 9, 1985",us US,11,North Carolina A&T
Cleveland Cavaliers,2015-16,Tristan Thompson,thomptr01,CLE,PF,6-9,254,"March 13, 1991",ca CA,4,Texas
Cleveland Cavaliers,2015-16,Anderson VarejÃ£o,varejan01,CLE,C,6-11,273,"September 28, 1982",br BR,11,
Cleveland Cavaliers,2015-16,Mo Williams,willima01,CLE,PG,6-1,198,"December 19, 1982",us US,12,Alabama
Cleveland Cavaliers,2015-16,,,CLE,,,,,,,
Golden State Warriors,2014-15,Leandro Barbosa,barbole01,GSW,SG,6-3,194,"November 28, 1982",br BR,11,
Golden State Warriors,2014-15,Harrison Barnes,barneha02,GSW,SF,6-8,225,"May 30, 1992",us US,2,UNC
Golden State Warriors,2014-15,Andrew Bogut,bogutan01,GSW,C,7-0,260,"November 28, 1984",au AU,9,Utah
Golden State Warriors,2014-15,Stephen Curry,curryst01,GSW,PG,6-2,185,"March 14, 1988",us US,5,Davidson
Golden State Warriors,2014-15,Festus Ezeli,ezelife01,GSW,C,6-11,255,"October 21, 1989",ng NG,1,Vanderbilt
Golden State Warriors,2014-15,Draymond Green,greendr01,GSW,PF,6-6,230,"March 4, 1990",us US,2,Michigan State
Golden State Warriors,2014-15,Justin Holiday,holidju01,GSW,SG,6-6,180,"April 5, 1989",us US,1,Washington
Golden State Warriors,2014-15,Andre Iguodala,iguodan01,GSW,SF,6-6,215,"January 28, 1984",us US,10,Arizona
Golden State Warriors,2014-15,Ognjen KuzmiÄ,kuzmiog01,GSW,C,7-1,251,"May 16, 1990",ba BA,1,
Golden State Warriors,2014-15,David Lee,leeda02,GSW,PF,6-9,245,"April 29, 1983",us US,9,Florida
Golden State Warriors,2014-15,Shaun Livingston,livinsh01,GSW,PG,6-7,192,"September 11, 1985",us US,9,
Golden State Warriors,2014-15,James Michael McAdoo,mcadoja01,GSW,PF,6-9,230,"January 4, 1993",us US,R,UNC
Golden State Warriors,2014-15,Brandon Rush,rushbr01,GSW,SG,6-6,220,"July 7, 1985",us US,6,Kansas
Golden State Warriors,2014-15,Marreese Speights,speigma01,GSW,C,6-10,255,"August 4, 1987",us US,6,Florida
Golden State Warriors,2014-15,Klay Thompson,thompkl01,GSW,SG,6-5,215,"February 8, 1990",us US,3,Washington State
Golden State Warriors,2014-15,,,GSW,,,,,,,
San Antonio Spurs,2013-14,Jeff Ayres,pendeje02,SAS,PF,6-9,240,"April 29, 1987",us US,3,Arizona State
San Antonio Spurs,2013-14,Aron Baynes,baynear01,SAS,C,6-10,260,"December 9, 1986",nz NZ,1,Washington State
San Antonio Spurs,2013-14,Marco Belinelli,belinma01,SAS,SF,6-5,220,"March 25, 1986",it IT,6,
San Antonio Spurs,2013-14,Matt Bonner,bonnema01,SAS,PF,6-10,235,"April 5, 1980",us US,9,Florida
San Antonio Spurs,2013-14,Shannon Brown,brownsh01,SAS,SG,6-4,205,"November 29, 1985",us US,7,Michigan State
San Antonio Spurs,2013-14,Austin Daye,dayeau01,SAS,SF,6-11,220,"June 5, 1988",us US,4,Gonzaga
San Antonio Spurs,2013-14,Nando De Colo,decolna01,SAS,SF,6-5,200,"June 23, 1987",fr FR,1,
San Antonio Spurs,2013-14,Boris Diaw,diawbo01,SAS,PF,6-8,250,"April 16, 1982",fr FR,10,
San Antonio Spurs,2013-14,Tim Duncan,duncati01,SAS,C,6-11,250,"April 25, 1976",vi VI,16,Wake Forest
San Antonio Spurs,2013-14,Manu GinÃ³bili,ginobma01,SAS,SG,6-6,205,"July 28, 1977",ar AR,11,
San Antonio Spurs,2013-14,Danny Green,greenda02,SAS,SG,6-6,215,"June 22, 1987",us US,4,UNC
San Antonio Spurs,2013-14,Damion James,jamesda01,SAS,SF,6-7,225,"October 7, 1987",us US,3,Texas
San Antonio Spurs,2013-14,Othyus Jeffers,jeffeot01,SAS,SG,6-5,200,"August 5, 1985",us US,2,"University of Illinois at Chicago, Robert Morris University (IL)"
San Antonio Spurs,2013-14,Cory Joseph,josepco01,SAS,SG,6-2,200,"August 20, 1991",ca CA,2,Texas
San Antonio Spurs,2013-14,Kawhi Leonard,leonaka01,SAS,SF,6-7,225,"June 29, 1991",us US,2,San Diego State
